Date,Open,High,Low,Close,Volume
2/29/2012,308.14,311.63,306.6,616.56,"6,297,200"
3/1/2012,309.97,311.68,307.92,620.7,"4,492,000"
3/2/2012,309.84,310.83,309.0,619.55,"3,158,300"
3/5/2012,309.06,310.08,304.55,612.57,"3,198,400"
3/6/2012,302.89,303.27,295.81,603.3,"6,372,500"
3/7/2012,303.39,304.45,301.8,605.14,"2,538,400"
3/8/2012,303.88,304.61,302.04,605.48,"2,700,900"
3/9/2012,302.84,304.81,298.88,598.61,"5,361,100"
3/12/2012,298.88,302.37,298.51,603.49,"3,350,400"
3/13/2012,303.24,307.77,301.64,616.09,"4,508,300"
3/14/2012,306.35,310.23,305.58,614.3,"5,895,700"
3/15/2012,307.15,310.59,306.27,619.43,"4,888,300"
3/16/2012,309.29,311.79,308.87,623.33,"6,123,800"
3/19/2012,310.4,317.45,309.46,632.24,"4,361,800"
3/20/2012,314.28,316.84,312.46,631.76,"3,092,400"
3/21/2012,316.12,322.49,315.07,638.23,"4,957,600"
3/22/2012,318.06,323.19,314.32,644.28,"4,838,400"
3/23/2012,322.09,323.04,319.25,640.83,"3,894,800"
3/26/2012,321.3,323.53,318.58,647.55,"3,651,900"
3/27/2012,322.31,325.53,321.2,645.25,"4,029,400"
3/28/2012,324.8,328.07,324.32,653.96,"5,096,700"
3/29/2012,325.5,327.07,320.95,646.63,"3,862,900"
3/30/2012,324.66,325.52,319.3,639.48,"4,638,700"
4/2/2012,319.19,322.54,316.23,645.15,"4,585,400"
4/3/2012,321.5,322.77,318.13,640.86,"4,105,000"
4/4/2012,318.03,318.31,314.37,633.41,"3,267,300"
4/5/2012,314.94,317.03,313.11,630.59,"4,654,700"
4/9/2012,313.07,316.48,311.48,629.11,"4,381,600"
4/10/2012,315.58,316.07,311.11,625.14,"4,982,500"
4/11/2012,315.8,316.81,314.47,634.22,"4,414,300"
4/12/2012,319.98,325.35,318.93,649.23,"11,556,300"
4/13/2012,322.57,323.28,310.61,622.89,"16,379,700"
4/16/2012,310.34,310.74,299.71,604.41,"11,426,700"
4/17/2012,303.14,307.69,302.37,607.9,"6,070,400"
4/18/2012,302.89,305.26,300.28,605.79,"5,358,900"
4/19/2012,301.71,306.98,298.38,597.66,"6,613,800"
4/20/2012,301.0,303.29,296.8,594.43,"6,139,700"
4/23/2012,295.34,298.11,294.0,595.96,"4,411,900"
4/24/2012,298.0,302.18,297.54,599.62,"3,872,600"
4/25/2012,300.87,304.53,300.31,608.05,"3,655,800"
4/26/2012,304.31,307.85,303.71,613.78,"4,200,600"
4/27/2012,306.36,307.22,304.16,613.3,"3,284,900"
4/30/2012,305.35,306.89,299.18,603.19,"4,832,600"
5/1/2012,300.77,304.66,298.97,602.78,"4,019,600"
5/2/2012,299.48,302.92,299.18,605.6,"3,235,000"
5/3/2012,303.67,306.27,303.34,609.35,"3,749,900"
5/4/2012,301.83,302.81,297.29,595.34,"4,431,300"
5/7/2012,296.39,304.14,296.39,605.89,"4,003,800"
5/8/2012,301.63,307.3,299.23,611.11,"5,374,600"
5/9/2012,302.28,307.04,299.78,607.48,"4,675,000"
5/10/2012,305.34,306.94,303.98,611.98,"3,083,200"
5/11/2012,304.04,306.13,301.26,603.57,"4,214,400"
5/14/2012,299.27,303.11,299.17,602.35,"3,662,400"
5/15/2012,301.54,306.35,300.75,609.44,"4,219,900"
5/16/2012,307.83,313.87,306.82,627.21,"9,706,300"
5/17/2012,315.73,317.73,309.46,621.34,"6,732,700"
5/18/2012,311.38,315.03,297.24,598.76,"11,991,700"
5/21/2012,299.13,306.7,298.88,612.43,"6,173,800"
5/22/2012,305.57,305.76,296.89,599.16,"6,126,600"
5/23/2012,299.7,303.66,297.45,607.79,"6,379,900"
5/24/2012,303.44,304.82,298.32,602.01,"3,796,600"
5/25/2012,299.38,299.74,293.04,589.91,"7,190,500"
5/29/2012,296.79,298.45,293.06,592.71,"5,230,900"
5/30/2012,292.98,294.84,290.68,586.62,"3,827,600"
5/31/2012,293.26,293.9,288.42,579.27,"5,958,800"
6/1/2012,284.83,285.26,283.11,569.42,"6,138,700"
6/4/2012,284.05,289.16,283.94,577.01,"4,883,500"
6/5/2012,286.65,287.99,282.18,568.85,"4,697,200"
6/6/2012,287.16,289.9,285.73,578.98,"4,207,200"
6/7/2012,292.7,292.85,287.55,576.65,"3,530,100"
6/8/2012,286.85,289.42,286.22,578.86,"2,831,300"
6/11/2012,291.01,291.57,282.29,566.94,"5,342,100"
6/12/2012,283.82,284.09,278.25,563.55,"6,472,500"
6/13/2012,279.81,282.44,278.3,559.55,"3,923,000"
6/14/2012,279.6,281.48,277.22,557.52,"4,707,200"
6/15/2012,279.12,281.21,277.5,562.96,"6,024,800"
6/18/2012,280.26,286.03,278.58,569.29,"5,012,400"
6/19/2012,285.72,291.05,285.49,579.94,"4,167,900"
6/20/2012,288.82,288.92,285.68,575.93,"4,710,800"
6/21/2012,288.84,288.84,280.81,563.66,"4,037,600"
6/22/2012,282.94,284.67,281.85,569.92,"4,472,400"
6/25/2012,282.61,282.98,277.63,559.16,"3,174,900"
6/26/2012,280.33,282.24,278.7,563.13,"2,710,500"
6/27/2012,282.79,285.92,281.95,567.74,"3,397,200"
6/28/2012,281.89,282.06,277.56,562.76,"3,856,100"
6/29/2012,286.41,288.98,285.03,578.48,"5,057,800"
7/2/2012,289.82,290.41,287.17,578.88,"3,323,300"
7/3/2012,288.92,293.11,287.92,586.22,"2,387,800"
7/5/2012,293.28,298.91,293.17,594.29,"4,709,200"
7/6/2012,295.12,295.65,290.32,584.38,"4,339,700"
7/9/2012,291.38,293.2,289.54,584.41,"3,443,000"
7/10/2012,293.99,295.11,288.29,580.11,"3,860,500"
7/11/2012,287.07,287.85,281.42,569.63,"7,024,700"
7/12/2012,282.5,284.9,280.0,568.92,"4,636,800"
7/13/2012,285.01,288.49,283.21,574.94,"3,966,700"
7/16/2012,287.11,288.51,284.82,573.35,"2,936,100"
7/17/2012,288.14,289.25,283.14,575.15,"3,372,700"
7/18/2012,287.41,290.76,286.99,579.17,"3,107,900"
7/19/2012,291.98,298.12,291.91,591.44,"9,384,300"
7/20/2012,303.24,305.33,297.97,609.15,"12,975,800"
7/23/2012,299.12,308.02,298.01,613.82,"7,150,000"
7/24/2012,306.35,307.81,301.04,605.91,"4,033,800"
7/25/2012,303.02,305.54,301.55,606.33,"3,659,600"
7/26/2012,306.35,307.28,303.88,611.68,"3,382,900"
7/27/2012,308.29,316.31,307.6,633.22,"7,125,900"
7/30/2012,316.84,320.1,313.57,630.57,"4,389,700"
7/31/2012,312.96,317.06,312.94,631.24,"3,745,100"
8/1/2012,317.46,318.56,314.51,630.95,"3,702,900"
8/2/2012,311.59,317.82,310.54,627.03,"3,970,100"
8/3/2012,318.81,320.66,316.88,639.57,"3,808,300"
8/6/2012,318.61,323.48,318.42,641.06,"3,578,000"
8/7/2012,319.7,320.93,317.05,638.79,"3,978,300"
8/8/2012,318.33,321.73,318.06,640.47,"2,654,200"
8/9/2012,321.05,321.98,319.56,640.59,"2,148,500"
8/10/2012,318.1,319.92,316.88,640.24,"2,879,800"
8/13/2012,322.5,328.84,322.13,658.2,"6,560,200"
8/14/2012,328.39,335.17,328.27,666.83,"7,350,800"
8/15/2012,333.89,335.87,330.81,665.71,"4,839,400"
8/16/2012,332.51,336.06,332.29,671.03,"3,448,200"
8/17/2012,335.8,337.36,334.6,675.29,"4,371,600"
8/20/2012,336.49,338.17,335.07,673.69,"3,529,300"
8/21/2012,335.3,337.73,329.85,667.68,"4,461,000"
8/22/2012,332.44,339.03,332.11,675.33,"3,832,600"
8/23/2012,335.88,338.97,334.25,674.95,"3,581,700"
8/24/2012,336.54,338.95,335.78,676.77,"2,863,800"
8/27/2012,330.26,334.75,328.39,667.39,"5,246,900"
8/28/2012,331.26,337.54,331.13,675.4,"4,132,600"
8/29/2012,337.42,343.21,336.81,686.13,"6,002,900"
8/30/2012,340.84,342.41,338.82,679.81,"3,265,900"
8/31/2012,340.72,343.0,338.75,683.21,"4,270,000"
9/4/2012,341.0,341.22,335.49,679.18,"3,793,200"
9/5/2012,338.73,341.97,338.3,678.86,"3,429,100"
9/6/2012,341.7,348.64,341.09,697.49,"6,109,700"
9/7/2012,348.69,354.8,347.53,704.22,"6,490,100"
9/10/2012,353.55,355.07,347.89,698.85,"5,139,100"
9/11/2012,347.68,349.02,344.21,690.29,"3,761,500"
9/12/2012,343.42,346.16,339.17,688.99,"5,304,300"
9/13/2012,345.25,353.18,343.98,704.11,"5,337,900"
9/14/2012,353.48,355.17,352.18,707.74,"5,256,500"
9/17/2012,352.73,355.11,351.18,708.04,"3,027,800"
9/18/2012,352.57,357.99,352.07,716.31,"4,149,000"
9/19/2012,357.41,362.92,356.87,725.51,"6,219,700"
9/20/2012,360.88,364.32,359.26,726.13,"5,836,500"
9/21/2012,364.74,366.09,363.7,731.98,"12,765,800"
9/24/2012,364.14,373.62,363.76,747.33,"7,154,200"
9/25/2012,375.12,381.02,372.43,747.11,"12,162,400"
9/26/2012,373.52,379.2,369.12,751.4,"11,388,200"
9/27/2012,378.56,380.0,374.42,754.43,"7,891,600"
9/28/2012,375.67,378.23,374.17,752.43,"5,587,700"
10/1/2012,378.11,381.07,376.69,759.69,"6,359,700"
10/2/2012,381.17,381.56,373.73,754.92,"5,601,200"
10/3/2012,376.45,380.53,374.7,760.41,"4,433,100"
10/4/2012,379.95,383.51,378.28,765.95,"4,926,700"
10/5/2012,383.92,385.74,381.08,765.55,"5,492,200"
10/8/2012,379.08,380.36,375.67,755.77,"3,931,800"
10/9/2012,378.42,379.24,369.88,742.05,"6,028,900"
10/10/2012,369.54,372.37,367.77,742.52,"4,095,000"
10/11/2012,375.04,377.83,373.74,749.42,"4,785,600"
10/12/2012,374.52,376.03,370.66,742.71,"4,826,400"
10/15/2012,369.58,370.53,363.99,738.95,"6,060,700"
10/16/2012,368.68,372.1,366.85,742.66,"4,131,800"
10/17/2012,370.59,376.76,368.75,753.42,"4,602,900"
10/18/2012,376.36,378.29,336.74,693.1,"24,977,900"
10/19/2012,351.47,352.03,334.75,679.92,"23,050,400"
10/22/2012,339.23,341.04,333.6,676.81,"8,141,500"
10/23/2012,334.75,342.38,334.75,678.49,"5,855,000"
10/24/2012,342.12,342.22,336.37,675.45,"5,011,600"
10/25/2012,338.73,339.73,335.5,675.9,"4,820,100"
10/26/2012,336.99,340.24,334.35,673.3,"3,916,200"
10/31/2012,338.66,339.23,336.24,678.44,"3,085,400"
11/1/2012,338.48,344.16,338.09,685.71,"4,115,500"
11/2/2012,346.1,346.48,342.4,686.04,"4,666,100"
11/5/2012,340.97,342.15,336.52,681.09,"3,283,900"
11/6/2012,341.46,341.97,337.51,679.85,"3,177,300"
11/7/2012,336.24,337.85,332.0,665.29,"4,481,200"
11/8/2012,333.85,334.49,324.4,650.5,"5,213,300"
11/9/2012,326.1,332.92,323.94,661.21,"6,251,500"
11/12/2012,330.64,333.65,329.2,664.08,"2,822,300"
11/13/2012,330.26,332.55,327.89,657.25,"3,200,200"
11/14/2012,329.1,329.85,324.04,650.76,"3,349,200"
11/15/2012,323.79,328.77,320.75,645.49,"3,711,500"
11/16/2012,321.79,325.29,316.81,645.41,"6,902,000"
11/19/2012,326.63,333.21,326.54,666.38,"4,754,100"
11/20/2012,333.5,337.73,331.04,668.14,"4,192,900"
11/21/2012,333.25,333.65,328.97,664.05,"4,240,200"
11/23/2012,333.73,333.75,331.81,666.14,"1,851,800"
11/26/2012,331.98,332.25,328.28,659.34,"4,425,700"
11/27/2012,328.85,336.24,327.77,668.87,"5,036,100"
11/28/2012,332.76,341.18,330.71,681.8,"6,106,700"
11/29/2012,342.61,345.65,339.73,690,"5,573,700"
11/30/2012,344.36,348.3,341.56,696.46,"6,350,800"
12/3/2012,349.81,351.63,345.76,693.35,"4,401,300"
12/4/2012,346.2,346.46,341.57,689.14,"3,998,200"
12/5/2012,344.78,345.95,339.89,685.94,"3,738,700"
12/6/2012,342.51,346.51,340.98,689.24,"2,935,500"
12/7/2012,346.2,347.14,339.94,682.34,"3,852,900"
12/10/2012,341.42,344.53,340.62,683.54,"2,743,600"
12/11/2012,343.71,349.65,342.58,694.97,"5,395,200"
12/12/2012,348.31,350.44,345.45,695.65,"4,870,100"
12/13/2012,356.62,356.9,348.47,700.78,"6,915,500"
12/14/2012,348.28,352.59,347.91,700.04,"4,276,100"
12/17/2012,351.43,359.61,350.7,718.81,"6,093,400"
12/18/2012,356.96,363.19,356.19,719.1,"6,032,300"
12/19/2012,359.01,360.15,357.0,718.14,"3,851,500"
12/20/2012,360.28,360.97,357.15,720.38,"3,326,400"
12/21/2012,355.65,358.07,353.93,713.67,"7,078,300"
12/24/2012,355.92,356.25,352.41,707.56,"1,688,000"
12/26/2012,352.71,355.11,349.89,706.93,"2,373,500"
12/27/2012,352.25,353.1,348.0,704.36,"3,307,000"
12/28/2012,349.53,352.14,348.7,698.09,"2,814,500"
12/31/2012,348.69,353.96,346.7,705.44,"4,009,600"
1/2/2013,358.37,362.14,356.94,721.27,"5,101,500"
1/3/2013,361.11,364.6,359.01,721.69,"4,653,700"
1/4/2013,363.31,369.35,362.48,735.95,"5,547,600"
1/7/2013,366.35,368.31,363.93,732.74,"3,323,800"
1/8/2013,366.4,366.78,360.86,731.29,"3,364,700"
1/9/2013,364.77,367.8,362.94,736.1,"4,064,500"
1/10/2013,370.03,371.11,365.38,739.45,"3,685,000"
1/11/2013,369.61,369.83,366.78,737.96,"2,579,900"
1/14/2013,367.12,369.71,359.83,721.27,"5,749,200"
1/15/2013,358.32,366.13,354.72,722.95,"7,884,700"
1/16/2013,359.85,360.82,355.5,713.23,"4,061,900"
1/17/2013,357.51,358.48,354.18,709.37,"4,439,500"
1/18/2013,353.85,355.05,349.36,702.58,"6,477,700"
1/22/2013,351.01,351.35,346.46,700.95,"7,613,100"
1/23/2013,366.62,373.1,366.52,739.47,"11,862,400"
1/24/2013,369.24,377.0,368.87,752.15,"6,790,600"
1/25/2013,373.98,377.82,373.72,751.61,"4,468,400"
1/28/2013,374.48,376.39,372.55,748.67,"3,266,300"
1/29/2013,371.98,377.06,371.88,751.62,"3,507,200"
1/30/2013,375.46,379.05,375.05,751.77,"3,478,900"
1/31/2013,373.85,377.4,373.72,753.62,"3,280,500"
2/1/2013,377.68,386.85,377.63,773.48,"7,520,100"
2/4/2013,382.41,383.8,377.72,756.94,"6,103,700"
2/5/2013,379.14,384.12,378.32,763.64,"3,755,300"
2/6/2013,378.12,385.04,377.83,768.06,"4,171,700"
2/7/2013,383.41,387.95,381.32,771.83,"5,701,600"
2/8/2013,388.61,391.87,388.32,783.22,"6,062,700"
2/11/2013,387.75,390.04,385.43,780.28,"4,351,800"
2/12/2013,389.42,392.48,388.23,778.56,"3,731,900"
2/13/2013,388.61,391.21,388.53,780.72,"2,405,200"
2/14/2013,388.41,392.9,387.43,785.66,"3,483,500"
2/15/2013,392.23,395.15,392.07,790.72,"5,480,000"
2/19/2013,396.51,401.99,396.16,804.64,"5,885,500"
2/20/2013,401.15,402.97,394.42,790.29,"5,549,000"
2/21/2013,397.51,401.22,394.13,793.35,"7,039,000"
2/22/2013,398.14,399.13,395.42,797.52,"4,123,100"
2/25/2013,399.65,402.7,393.77,788.6,"4,625,000"
2/26/2013,396.02,396.49,390.74,787.97,"4,421,500"
2/27/2013,395.92,400.87,394.08,797.59,"4,067,300"
2/28/2013,399.05,401.99,399.02,799.01,"4,548,500"
3/1/2013,397.41,402.06,396.59,803.98,"4,367,000"
3/4/2013,401.15,409.88,401.0,819.25,"5,571,900"
3/5/2013,412.92,418.51,412.9,836.3,"8,118,400"
3/6/2013,418.94,420.42,412.86,829.1,"5,767,400"
3/7/2013,415.47,416.75,413.24,830.32,"4,120,700"
3/8/2013,415.69,415.9,410.98,829.24,"5,845,600"
3/11/2013,414.29,418.28,414.2,832.53,"3,201,200"
3/12/2013,413.8,414.39,410.3,825.34,"4,031,600"
3/13/2013,412.4,413.79,409.62,823.05,"3,294,800"
3/14/2013,411.95,411.95,407.17,819.29,"3,314,700"
3/15/2013,407.72,408.62,405.15,812.07,"6,222,500"
3/18/2013,401.0,404.86,399.24,805.58,"3,690,300"
3/19/2013,404.11,408.1,401.72,809.1,"4,212,000"
3/20/2013,406.89,407.23,404.2,812.48,"2,938,500"
3/21/2013,404.13,406.93,403.41,809.04,"2,966,200"
3/22/2013,405.85,406.1,403.31,808.09,"2,987,400"
3/25/2013,404.69,408.09,401.9,807.42,"3,436,800"
3/26/2013,405.23,405.48,402.39,810.2,"2,392,600"
3/27/2013,401.83,401.99,399.17,800.46,"4,342,500"
3/28/2013,400.49,401.18,395.17,792.02,"4,592,600"
4/1/2013,396.02,399.63,395.14,799,"3,628,100"
4/2/2013,400.77,405.89,400.5,810.81,"4,098,200"
4/3/2013,405.21,405.58,398.84,803.99,"3,489,900"
4/4/2013,400.62,401.37,394.17,792.89,"4,913,400"
4/5/2013,391.56,392.03,386.75,780.91,"6,893,400"
4/8/2013,387.92,388.32,382.77,772.73,"5,685,300"
4/9/2013,386.3,390.41,385.11,775.52,"4,330,700"
4/10/2013,390.0,394.7,386.55,788.02,"3,971,900"
4/11/2013,394.96,395.07,390.57,788.23,"4,072,500"
4/12/2013,394.52,394.57,390.0,787.89,"3,285,500"
4/15/2013,391.51,397.01,387.06,779.79,"4,924,500"
4/16/2013,391.83,396.51,390.5,791.2,"3,496,900"
4/17/2013,391.91,393.94,387.6,780.42,"4,089,100"
4/18/2013,391.21,391.43,379.21,763.81,"6,669,800"
4/19/2013,383.14,400.22,381.7,797.68,"11,649,800"
4/22/2013,398.81,400.48,386.05,797.92,"5,788,300"
4/23/2013,399.0,406.23,398.69,805.69,"4,601,600"
4/24/2013,402.55,407.47,402.49,811.22,"3,671,800"
4/25/2013,406.6,406.71,402.31,806.88,"3,999,200"
4/26/2013,402.29,402.36,396.8,799.23,"4,993,900"
4/29/2013,400.13,409.81,400.0,816.82,"4,618,800"
4/30/2013,407.97,412.27,407.31,822.31,"4,630,600"
5/1/2013,410.09,410.82,406.66,818.18,"2,920,800"
5/2/2013,408.52,415.72,408.0,827.34,"4,051,600"
5/3/2013,416.92,421.82,416.44,843.4,"5,044,000"
5/6/2013,422.55,429.32,422.55,859.19,"4,298,500"
5/7/2013,429.89,430.32,423.75,854.88,"3,932,600"
5/8/2013,426.9,435.31,424.86,871.24,"4,955,000"
5/9/2013,433.79,438.19,432.49,869.09,"4,417,600"
5/10/2013,436.02,438.63,434.45,877.82,"3,809,500"
5/13/2013,437.8,439.59,435.06,875.13,"2,907,700"
5/14/2013,437.11,442.69,436.93,884.67,"3,170,300"
5/15/2013,446.08,456.48,445.34,913.38,"8,001,600"
5/16/2013,457.78,458.27,449.32,901.4,"6,443,200"
5/17/2013,453.31,455.04,448.58,906.69,"5,604,800"
5/20/2013,450.81,458.58,450.81,906.04,"4,562,300"
5/21/2013,452.31,454.13,447.13,904.49,"3,980,700"
5/22/2013,449.59,452.96,441.78,886.98,"5,140,300"
5/23/2013,436.86,443.32,435.37,880.37,"4,567,200"
5/24/2013,436.0,437.77,433.88,870.93,"4,610,700"
5/28/2013,440.1,444.4,438.56,878.86,"4,531,900"
5/29/2013,436.22,437.36,430.53,865.93,"4,041,800"
5/30/2013,433.34,437.81,431.59,868.38,"4,257,200"
5/31/2013,432.44,436.86,432.14,868.83,"3,953,500"
6/3/2013,434.87,435.35,425.91,865.25,"4,969,900"
6/4/2013,432.3,433.67,425.44,856.75,"3,751,100"
6/5/2013,429.64,433.1,426.96,857.35,"4,229,300"
6/6/2013,430.54,431.55,422.03,862.27,"5,177,400"
6/7/2013,433.58,438.36,431.04,877.32,"5,369,200"
6/10/2013,439.4,443.84,438.4,887.78,"4,693,000"
6/11/2013,440.33,441.84,438.12,877.4,"3,528,300"
6/12/2013,441.08,441.35,433.2,869.59,"4,426,100"
6/13/2013,432.87,438.19,431.13,874.6,"4,155,200"
6/14/2013,438.41,440.7,435.43,872.64,"4,506,700"
6/17/2013,437.97,443.05,437.5,883.82,"4,308,500"
6/18/2013,442.67,448.82,442.52,898.15,"4,350,000"
6/19/2013,449.0,453.72,447.07,898.21,"5,853,600"
6/20/2013,445.33,448.82,440.01,882.32,"6,769,200"
6/21/2013,442.51,443.28,434.9,878.52,"7,994,300"
6/24/2013,434.31,436.52,430.01,867.41,"6,056,300"
6/25/2013,436.99,438.2,430.64,863.83,"5,125,500"
6/26/2013,435.24,437.36,433.66,871.26,"3,676,400"
6/27/2013,437.76,440.69,436.69,874.67,"3,867,300"
6/28/2013,435.82,439.27,435.46,877.96,"4,716,100"
7/1/2013,441.57,444.37,440.85,885.45,"3,462,400"
7/2/2013,443.44,443.84,437.0,879.89,"3,797,000"
7/3/2013,438.31,442.92,437.61,884,"2,101,700"
7/5/2013,443.34,446.03,442.01,891.04,"3,416,500"
7/8/2013,447.93,451.44,446.87,902.61,"3,953,700"
7/9/2013,453.8,454.77,447.31,902.76,"3,973,500"
7/10/2013,450.04,453.87,448.51,903.51,"3,429,500"
7/11/2013,454.8,458.69,452.56,917.72,"5,187,700"
7/12/2013,458.28,459.78,455.91,920.47,"5,155,600"
7/15/2013,460.42,462.27,456.47,922.16,"3,935,600"
7/16/2013,461.83,462.25,455.24,917.09,"3,980,700"
7/17/2013,458.78,461.7,456.44,916.04,"3,023,400"
7/18/2013,457.78,458.28,449.91,908.19,"7,296,100"
7/19/2013,441.65,449.79,436.17,894.15,"14,773,700"
7/22/2013,449.32,454.63,446.83,908.21,"5,828,100"
7/23/2013,453.65,454.8,448.11,901.33,"4,106,600"
7/24/2013,451.94,453.45,448.67,900.43,"4,172,500"
7/25/2013,445.27,446.75,441.39,885.27,"6,024,600"
7/26/2013,441.84,443.33,439.35,882.93,"3,568,600"
7/29/2013,440.8,445.74,438.8,879.85,"3,797,800"
7/30/2013,441.08,446.13,438.79,888.48,"3,524,300"
7/31/2013,444.83,446.58,441.44,885.32,"4,363,200"
8/1/2013,445.83,450.59,445.83,901.74,"4,292,700"
8/2/2013,450.03,451.81,448.73,904.09,"3,440,600"
8/5/2013,451.0,451.07,447.92,902.52,"2,629,100"
8/6/2013,450.66,453.16,446.19,894.12,"3,023,400"
8/7/2013,445.85,447.55,442.88,888.21,"2,768,600"
8/8/2013,446.07,446.25,440.99,890.22,"2,987,000"
8/9/2013,443.62,446.09,443.34,887.97,"2,657,200"
8/12/2013,441.79,441.84,439.18,883.09,"2,764,200"
8/13/2013,441.76,442.59,436.46,878.84,"2,850,200"
8/14/2013,437.54,438.47,431.96,867.43,"4,179,900"
8/15/2013,430.61,430.85,427.4,857.31,"3,752,300"
8/16/2013,429.03,429.61,426.67,854.56,"3,362,700"
8/19/2013,427.25,434.37,427.12,863.28,"3,635,300"
8/20/2013,432.55,434.43,430.16,863.05,"2,475,100"
8/21/2013,433.7,436.82,431.63,866.95,"3,527,700"
8/22/2013,434.72,435.74,433.5,871.32,"1,746,200"
8/23/2013,437.28,437.36,433.25,867.83,"2,162,200"
8/26/2013,433.38,435.82,431.41,864.02,"2,112,800"
8/27/2013,428.2,430.25,422.37,847.82,"3,481,100"
8/28/2013,423.54,426.11,422.3,846.23,"2,669,700"
8/29/2013,422.95,428.58,422.71,853.09,"2,968,000"
8/30/2013,426.28,427.42,421.2,844.58,"3,737,100"
9/3/2013,425.58,431.48,425.38,858.02,"4,110,400"
9/4/2013,428.57,435.12,425.99,869.24,"4,097,600"
9/5/2013,435.12,438.3,434.18,877.15,"2,592,100"
9/6/2013,439.57,440.24,435.24,877.17,"3,134,800"
9/9/2013,440.21,443.21,439.56,885.62,"2,478,300"
9/10/2013,443.35,444.33,440.35,886.24,"2,584,700"
9/11/2013,442.61,446.81,441.39,893.74,"3,233,200"
9/12/2013,447.02,447.27,443.34,890.61,"2,199,100"
9/13/2013,445.58,446.17,440.77,886.64,"2,660,600"
9/16/2013,446.43,446.83,440.78,885.33,"2,682,900"
9/17/2013,442.05,442.54,438.86,883.68,"2,528,200"
9/18/2013,441.52,450.3,439.89,900.85,"3,883,800"
9/19/2013,451.3,451.3,446.03,895.93,"3,207,600"
9/20/2013,447.52,450.38,446.14,900.64,"8,723,000"
9/23/2013,446.4,449.11,440.95,884.07,"3,568,000"
9/24/2013,441.59,443.39,439.05,884.41,"2,984,600"
9/25/2013,441.62,441.62,436.17,874.83,"3,310,200"
9/26/2013,437.51,439.73,435.87,875.77,"2,529,200"
9/27/2013,435.78,437.12,434.03,873.99,"2,527,000"
9/30/2013,432.92,438.78,432.53,873.51,"3,457,600"
10/1/2013,438.48,442.18,438.38,884.57,"3,382,100"
10/2/2013,439.72,443.02,437.27,885.56,"3,001,700"
10/3/2013,442.34,445.38,434.42,873.69,"4,249,800"
10/4/2013,435.87,437.12,433.38,869.96,"2,726,100"
10/7/2013,432.11,435.36,430.44,863.37,"2,596,800"
10/8/2013,431.04,431.37,424.22,851.33,"3,901,800"
10/9/2013,426.54,429.71,419.92,853.52,"5,322,400"
10/10/2013,430.31,432.79,428.5,865.86,"4,527,400"
10/11/2013,431.4,435.11,431.03,869.6,"2,828,300"
10/14/2013,431.71,436.49,431.08,873.71,"2,496,400"
10/15/2013,436.24,441.16,435.37,879.6,"3,195,600"
10/16/2013,441.28,447.49,440.35,895.57,"4,030,200"
